dose,replicate,scoring,recall_at_10,mrr,ndcg_at_10
0.25,143,strict,0.05409355995079028,0.3879919435040358,0.23361734961519373
0.25,143,semantic,0.05463071419877613,0.8998039215686274,0.7994695249075298
0.25,144,strict,0.059190610462933634,0.3823038181202161,0.24413072244460035
0.25,144,semantic,0.0569795194633602,0.8009803921568627,0.8119343820137419
0.25,145,strict,0.058751403579035015,0.3484988639067384,0.2282227289732916
0.25,145,semantic,0.05663092024546498,0.8129411764705882,0.8102585631202883
0.25,146,strict,0.04970409189816891,0.3117892693937989,0.21734229787063575
0.25,146,semantic,0.052121779919269105,0.7201120448179271,0.725207219358479
0.25,147,strict,0.05247071173445246,0.3664232035776543,0.23620163147644455
0.25,147,semantic,0.05409668598535787,0.804313725490196,0.782253261873851
0.25,148,strict,0.0537355115054059,0.36333192757534866,0.2356064067659072
0.25,148,semantic,0.05522684946881809,0.8154901960784313,0.7806071595626906
0.25,149,strict,0.061015784066117705,0.44013084256673113,0.2594209522299367
0.25,149,semantic,0.056945655911463035,0.9052941176470588,0.8595255837800241
0.25,150,strict,0.0620078831814507,0.4169084992809528,0.24894084008102899
0.25,150,semantic,0.05682018168335177,0.8931372549019608,0.8239205174939299
0.25,151,strict,0.05273575284005019,0.4091967788023066,0.24511891585357873
0.25,151,semantic,0.05501783971917589,0.8831372549019607,0.8182702087363304
0.25,152,strict,0.060624644592563254,0.4277581127062096,0.25104184619923914
0.25,152,semantic,0.058811003618832194,0.8400000000000001,0.8443240614371166
0.25,153,strict,0.05714802533726684,0.41589337616833477,0.2479056905283558
0.25,153,semantic,0.054712309078294497,0.8894117647058822,0.8106080296043477
0.25,154,strict,0.058915041588694136,0.4046611275193155,0.24865950191412367
0.25,154,semantic,0.0579482723267026,0.930392156862745,0.8341906209564443
0.25,155,strict,0.05405625861718266,0.3617574125840815,0.22925645231682737
0.25,155,semantic,0.05588483130662301,0.7396078431372549,0.7886344234482178
0.25,156,strict,0.05592477549215727,0.4172414806189757,0.24524207058740463
0.25,156,semantic,0.05358035473391663,0.9166666666666667,0.8059350411878552
0.25,157,strict,0.0517051104836823,0.3563478020958468,0.2316744193957429
0.25,157,semantic,0.05543792033657095,0.7815686274509804,0.7855062826376256
0.25,158,strict,0.0584467953850467,0.3910306101263952,0.25279082647474993
0.25,158,semantic,0.05802765826068183,0.8572549019607842,0.8534364963370885
