corpus,method,mask_type,name,repeat,anchor,selectivity_target,concentration,count,selectivity,mask_sha256,mean_recall_at_10,recall_loss,queries_below_full_recall,kprime,mean_pairwise_cosine,gt_mode,exact_top_l,coverage_failure_fraction
B,hnsw,natural,time_of_day==afternoon,,,,,49998,0.34761871654036014,7e2932bd1ef142f32edd7f7d6443fc9261f45dfb832f2295ba029470b238ae4d,0.7909998893737793,0.2090001106262207,67,116,0.8159746556578841,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,0.0,,,,49998,0.34761871654036014,b6454e588c10625a8770bdeee25cdec75de9facc5b74a0cc1b57a92dd1ef9c8e,0.9985000491142273,0.001499950885772705,3,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,1.0,,,,49998,0.34761871654036014,19479e283095cc6498514d3e0203da3e585ab8fbd121ec1dc5a79c905691a162,1.0,0.0,0,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,2.0,,,,49998,0.34761871654036014,d0b6b495c23cab387a9a9a5638bced174270efd5a45864c0694bf7c3afd16fa1,1.0,0.0,0,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,3.0,,,,49998,0.34761871654036014,56df2490b7923d9c67a707ac3ea2e6b788c6b53cd9c472f45feadb2d29e54ede,1.0,0.0,0,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,4.0,,,,49998,0.34761871654036014,608b7c0ebca3c48d686e61ecd9a6ba8eef49ea4237fda937047997734df453d7,1.0,0.0,0,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,5.0,,,,49998,0.34761871654036014,6f59ad3a89535783155990a7f9cacaf0d574eed59ebda8830f7fbda10b4f7cbc,1.0,0.0,0,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,6.0,,,,49998,0.34761871654036014,69b58bacd02bbb4a2b244a80da7bf684c5c76e8d778d72c77160c02bd1f0d01f,1.0,0.0,0,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,7.0,,,,49998,0.34761871654036014,cd0b23c3e3b2938e0312c1f3c09cdcf591e1bbe1758d350cad4d5df323e0031c,1.0,0.0,0,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,8.0,,,,49998,0.34761871654036014,376cc7e90f864d9555aead27b5eb939e0460c6043eef88b524cf29aed18bd7b2,0.9994999766349792,0.000500023365020752,1,116,,global_top_l_filter,5000,0.0
B,hnsw,shuffle,time_of_day==afternoon,9.0,,,,49998,0.34761871654036014,2c6b589af6f5f3394a7236295b72a70867ab6e8dbf7ecb1a562955e21720e343,0.9994999766349792,0.000500023365020752,1,116,,global_top_l_filter,5000,0.0
